sample,fastq_1,ont
TX-DSHS-26721.BD8L11.2025-01-31.01.A01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26721.BD8L11.2025-01-31.01.A01.fasta,ont
TX-DSHS-26722.BD8L11.2025-01-31.01.B01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26722.BD8L11.2025-01-31.01.B01.fasta,ont
TX-DSHS-26723.BD8L11.2025-01-31.01.C01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26723.BD8L11.2025-01-31.01.C01.fasta,ont
TX-DSHS-26724.BD8L11.2025-01-31.01.D01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26724.BD8L11.2025-01-31.01.D01.fasta,ont
TX-DSHS-26725.BD8L11.2025-01-31.01.E01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26725.BD8L11.2025-01-31.01.E01.fasta,ont
TX-DSHS-26726.BD8L11.2025-01-31.01.F01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26726.BD8L11.2025-01-31.01.F01.fasta,ont
TX-DSHS-26727.BD8L11.2025-01-31.01.G01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26727.BD8L11.2025-01-31.01.G01.fasta,ont
TX-DSHS-26728.BD8L11.2025-01-31.01.H01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26728.BD8L11.2025-01-31.01.H01.fasta,ont
TX-DSHS-26729.BD8L11.2025-01-31.01.A02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26729.BD8L11.2025-01-31.01.A02.fasta,ont
TX-DSHS-26730.BD8L11.2025-01-31.01.B02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26730.BD8L11.2025-01-31.01.B02.fasta,ont
TX-DSHS-26731.BD8L11.2025-01-31.01.C02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250131/reads/TX-DSHS-26731.BD8L11.2025-01-31.01.C02.fasta,ont
