sample,fastq_1,ont
TX-DSHS-26740.BD8L11.2025-03-11.01.A01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26740.BD8L11.2025-03-11.01.A01.fasta,ont
TX-DSHS-26741.BD8L11.2025-03-11.01.B01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26741.BD8L11.2025-03-11.01.B01.fasta,ont
TX-DSHS-26742.BD8L11.2025-03-11.01.C01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26742.BD8L11.2025-03-11.01.C01.fasta,ont
TX-DSHS-26743.BD8L11.2025-03-11.01.D01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26743.BD8L11.2025-03-11.01.D01.fasta,ont
TX-DSHS-26744.BD8L11.2025-03-11.01.E01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26744.BD8L11.2025-03-11.01.E01.fasta,ont
TX-DSHS-26745.BD8L11.2025-03-11.01.F01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26745.BD8L11.2025-03-11.01.F01.fasta,ont
TX-DSHS-26746.BD8L11.2025-03-11.01.G01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26746.BD8L11.2025-03-11.01.G01.fasta,ont
TX-DSHS-26747.BD8L11.2025-03-11.01.H01,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26747.BD8L11.2025-03-11.01.H01.fasta,ont
TX-DSHS-26748.BD8L11.2025-03-11.01.A02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26748.BD8L11.2025-03-11.01.A02.fasta,ont
TX-DSHS-26749.BD8L11.2025-03-11.01.B02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26749.BD8L11.2025-03-11.01.B02.fasta,ont
TX-DSHS-26750.BD8L11.2025-03-11.01.C02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26750.BD8L11.2025-03-11.01.C02.fasta,ont
TX-DSHS-26751.BD8L11.2025-03-11.01.D02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26751.BD8L11.2025-03-11.01.D02.fasta,ont
TX-DSHS-26752.BD8L11.2025-03-11.01.E02,/bioinformatics/Covid_Pipeline/cecret_runs/TX-CL001-250311/reads/TX-DSHS-26752.BD8L11.2025-03-11.01.E02.fasta,ont
