sample,fastq_1,ont
TX-DSHS-26760.BD8L11.2025-04-16.01.A01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26760.BD8L11.2025-04-16.01.A01.fasta,ont
TX-DSHS-26761.BD8L11.2025-04-16.01.B01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26761.BD8L11.2025-04-16.01.B01.fasta,ont
TX-DSHS-26762.BD8L11.2025-04-16.01.C01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26762.BD8L11.2025-04-16.01.C01.fasta,ont
TX-DSHS-26763.BD8L11.2025-04-16.01.D01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26763.BD8L11.2025-04-16.01.D01.fasta,ont
TX-DSHS-26764.BD8L11.2025-04-16.01.E01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26764.BD8L11.2025-04-16.01.E01.fasta,ont
TX-DSHS-26765.BD8L11.2025-04-16.01.F01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26765.BD8L11.2025-04-16.01.F01.fasta,ont
TX-DSHS-26766.BD8L11.2025-04-16.01.G01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26766.BD8L11.2025-04-16.01.G01.fasta,ont
TX-DSHS-26767.BD8L11.2025-04-16.01.H01,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26767.BD8L11.2025-04-16.01.H01.fasta,ont
TX-DSHS-26768.BD8L11.2025-04-16.01.A02,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26768.BD8L11.2025-04-16.01.A02.fasta,ont
TX-DSHS-26769.BD8L11.2025-04-16.01.B02,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26769.BD8L11.2025-04-16.01.B02.fasta,ont
TX-DSHS-26770.BD8L11.2025-04-16.01.C02,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26770.BD8L11.2025-04-16.01.C02.fasta,ont
TX-DSHS-26771.BD8L11.2025-04-16.01.D02,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26771.BD8L11.2025-04-16.01.D02.fasta,ont
TX-DSHS-26772.BD8L11.2025-04-16.01.E02,/bioinformatics/Covid/cecret_runs/TX-CL001-250416/reads/TX-DSHS-26772.BD8L11.2025-04-16.01.E02.fasta,ont
